Kod;Uprawnieni do głosowania;Ważnych kart;Oddane głosy;Trzecia Droga;Lewica;Prawo i Sprawiedliwość;Konfederacja;Koalicja Obywatelska;Data;Typ wyborów
610000;45169;25337;23332;2264;1024;9840;1026;7232;2018-06-30;Samorządowe
611000;85063;51083;47093;12545;1678;23721;1040;3103;2018-06-30;Samorządowe
612000;49408;25394;23305;5094;1399;10796;645;2198;2018-06-30;Samorządowe
613000;29017;15921;14729;3932;928;6870;421;792;2018-06-30;Samorządowe
614000;93851;51467;48106;6924;2801;21107;2367;9701;2018-06-30;Samorządowe
615000;48584;28545;26340;9215;1386;11143;1231;1320;2018-06-30;Samorządowe
616000;46094;25840;24131;8155;1717;9898;610;2105;2018-06-30;Samorządowe
617000;57942;30191;28601;4481;1557;13438;861;6033;2018-06-30;Samorządowe
618000;70664;37335;34263;6902;1234;16564;896;3764;2018-06-30;Samorządowe
619000;32223;17533;15960;2653;1329;5898;436;4055;2018-06-30;Samorządowe
620000;89693;48222;43878;10289;1736;22513;1210;3894;2018-06-30;Samorządowe
661000;45770;23957;23272;1923;7919;8257;758;3541;2018-06-30;Samorządowe
662000;52044;25202;24465;3816;1951;8694;611;7940;2018-06-30;Samorządowe
663000;265190;144601;141717;8565;7997;53352;3414;56183;2018-06-30;Samorządowe
664000;52392;24499;23802;4038;1846;10197;486;4389;2018-06-30;Samorządowe
801000;55148;29227;26728;3203;2642;8140;951;8365;2018-06-30;Samorządowe
802000;43935;23082;21319;4923;1829;3488;331;4588;2018-06-30;Samorządowe
803000;46065;23741;21730;2906;2695;5196;376;8306;2018-06-30;Samorządowe
804000;67958;35358;32455;5331;2590;7992;608;11287;2018-06-30;Samorządowe
805000;36578;19860;17761;3189;3185;3706;543;5589;2018-06-30;Samorządowe
806000;39318;20015;18043;4124;1933;4940;494;4924;2018-06-30;Samorządowe
807000;27745;14755;13203;779;2121;3593;266;3916;2018-06-30;Samorządowe
808000;43676;23213;21470;4534;1964;5325;821;7476;2018-06-30;Samorządowe
809000;59416;31486;28813;3960;3472;6424;406;11005;2018-06-30;Samorządowe
810000;63042;31456;28900;5279;3036;7060;473;6085;2018-06-30;Samorządowe
811000;76774;37739;35018;2205;5092;8746;593;9254;2018-06-30;Samorządowe
812000;30841;15894;14529;2006;1544;6512;234;2004;2018-06-30;Samorządowe
861000;94912;48466;46838;1855;6405;13269;1664;18678;2018-06-30;Samorządowe
862000;106839;59823;58551;3625;5056;12356;807;23929;2018-06-30;Samorządowe
1001000;90802;54124;49789;4440;6104;21695;1537;8313;2018-06-30;Samorządowe
1002000;80778;42105;37635;4335;2595;15612;875;8913;2018-06-30;Samorządowe
1003000;40942;23490;21816;2629;1264;8851;438;6465;2018-06-30;Samorządowe
1004000;42223;22517;20002;4003;1002;8477;735;3306;2018-06-30;Samorządowe
1005000;64486;35633;32461;4268;1726;14358;987;4477;2018-06-30;Samorządowe
1006000;56823;33190;30895;2943;2463;11206;942;9132;2018-06-30;Samorządowe
1007000;62375;39861;37037;14671;1147;13379;798;2143;2018-06-30;Samorządowe
1008000;95306;54398;51498;3852;4080;16110;1202;19433;2018-06-30;Samorządowe
1009000;42646;27087;23865;4926;1939;11597;525;2113;2018-06-30;Samorządowe
1010000;73384;43289;39446;7551;3280;18617;1070;4360;2018-06-30;Samorządowe
1011000;33902;19402;17418;3871;989;7196;418;3314;2018-06-30;Samorządowe
1012000;93016;53562;47887;6697;3219;17664;1298;12577;2018-06-30;Samorządowe
1013000;39516;20469;18832;6182;785;8353;364;1455;2018-06-30;Samorządowe
1014000;96269;54105;48888;8994;3867;20016;1394;9672;2018-06-30;Samorządowe
1015000;30621;18144;16576;3796;873;8495;376;1488;2018-06-30;Samorządowe
1016000;93862;52256;48562;10272;2402;19509;1709;9812;2018-06-30;Samorządowe
1017000;62672;34704;31275;9170;2027;12327;607;3639;2018-06-30;Samorządowe
1018000;34123;19729;17611;4263;2229;6198;339;2029;2018-06-30;Samorządowe
1019000;53196;29404;27864;9230;1249;9357;433;5089;2018-06-30;Samorządowe
1020000;132220;74405;70116;6014;3864;21426;1853;26673;2018-06-30;Samorządowe
1021000;24939;13748;12606;2728;681;4932;336;2235;2018-06-30;Samorządowe
1061000;537027;307990;295198;6411;28693;73557;7100;150504;2018-06-30;Samorządowe
1062000;58959;31822;30536;2686;5625;10101;854;8303;2018-06-30;Samorządowe
1063000;37829;20160;19303;2811;2073;6208;445;5847;2018-06-30;Samorządowe
1201000;83296;47325;44057;5112;1454;26157;512;5435;2018-06-30;Samorządowe
1202000;74238;39406;36361;6197;1361;18140;600;3518;2018-06-30;Samorządowe
1203000;100708;54711;51093;4409;2294;17005;1388;18592;2018-06-30;Samorządowe
1204000;48187;24323;22256;4151;642;12615;564;1913;2018-06-30;Samorządowe
1205000;87772;45462;41461;5635;1453;21346;1119;5945;2018-06-30;Samorządowe
1206000;216283;121393;112308;13229;4019;46114;3970;27224;2018-06-30;Samorządowe
1207000;100454;56681;52536;11364;1149;28875;1276;3585;2018-06-30;Samorządowe
1208000;40390;22337;20439;5776;780;9824;409;1151;2018-06-30;Samorządowe
1209000;98233;57053;52178;3768;1411;27032;1457;10355;2018-06-30;Samorządowe
1210000;165961;94227;86921;10385;2513;50661;2462;7019;2018-06-30;Samorządowe
1211000;150740;74564;66913;9390;2112;33325;2578;6738;2018-06-30;Samorządowe
1212000;91217;51700;48120;2508;3498;16560;759;13329;2018-06-30;Samorządowe
1213000;123340;68800;63949;7908;3380;23447;1117;18054;2018-06-30;Samorządowe
1214000;35529;19936;18158;5898;706;6667;425;1723;2018-06-30;Samorządowe
1215000;67169;34546;31236;2211;843;15890;1005;6410;2018-06-30;Samorządowe
1216000;160792;85493;78744;10247;2606;47690;1097;7372;2018-06-30;Samorządowe
1217000;53325;26511;24748;1129;1100;12379;1812;4442;2018-06-30;Samorządowe
1218000;126903;70060;64663;4933;2899;28459;2044;12557;2018-06-30;Samorządowe
1219000;97512;53331;50607;6249;1467;20991;1314;13795;2018-06-30;Samorządowe
1261000;581920;339419;326765;11346;19326;101333;9036;132807;2018-06-30;Samorządowe
1262000;65879;36981;35540;2412;1257;15356;946;10770;2018-06-30;Samorządowe
1263000;90003;43923;42852;3360;2751;17566;552;12110;2018-06-30;Samorządowe
1401000;26944;15673;13926;3546;565;6615;442;1324;2018-06-30;Samorządowe
1402000;72416;41813;37507;14571;2323;12913;1121;2375;2018-06-30;Samorządowe
1403000;86005;49312;45215;6590;1114;25572;898;4871;2018-06-30;Samorządowe
1404000;37115;21704;19463;7826;1082;7208;463;1095;2018-06-30;Samorządowe
1405000;71158;42686;40238;5704;2567;11827;1611;11849;2018-06-30;Samorządowe
1406000;79035;45445;40844;11234;1972;15051;1789;4832;2018-06-30;Samorządowe
1407000;50613;30510;27645;2935;1188;10698;1108;8491;2018-06-30;Samorządowe
1408000;87887;54741;51661;3675;4136;15077;1583;16515;2018-06-30;Samorządowe
1409000;28863;16695;14778;3512;764;5830;890;1900;2018-06-30;Samorządowe
1410000;25748;14230;12853;4166;354;5473;416;787;2018-06-30;Samorządowe
1411000;36846;21752;19255;7122;944;7246;390;1673;2018-06-30;Samorządowe
1412000;118567;67047;62575;5761;3087;26552;1656;15065;2018-06-30;Samorządowe
1413000;58206;32801;28926;10165;2228;10540;678;1931;2018-06-30;Samorządowe
1414000;62589;37051;33068;7787;3394;10166;1121;5727;2018-06-30;Samorządowe
1415000;71089;40952;35895;9430;1023;15604;951;2578;2018-06-30;Samorządowe
1416000;59413;34536;31232;6281;1842;15754;645;2873;2018-06-30;Samorządowe
1417000;95935;57495;54025;8129;2584;21130;1796;11253;2018-06-30;Samorządowe
1418000;134265;80443;76337;5754;4324;21563;2257;31393;2018-06-30;Samorządowe
1419000;89077;51311;46206;19836;2097;15703;896;2543;2018-06-30;Samorządowe
1420000;70598;39414;34734;14103;1936;12736;767;1799;2018-06-30;Samorządowe
1421000;124937;76452;73041;5589;4450;22073;2594;24581;2018-06-30;Samorządowe
1422000;41872;24019;21853;8020;1480;8147;455;1180;2018-06-30;Samorządowe
1423000;35248;22991;20536;2513;798;11845;1281;1599;2018-06-30;Samorządowe
1424000;41388;25856;22699;6885;1361;10197;597;1249;2018-06-30;Samorządowe
1425000;121024;72127;65608;8987;2388;31656;2879;8632;2018-06-30;Samorządowe
1426000;65216;37690;34338;8972;669;16808;888;2067;2018-06-30;Samorządowe
1427000;42181;25840;22951;11549;1136;6532;410;933;2018-06-30;Samorządowe
1428000;66882;36691;34264;14046;1564;11339;668;2885;2018-06-30;Samorządowe
1429000;45231;27986;25724;6588;708;12053;474;1928;2018-06-30;Samorządowe
1430000;32337;20001;17747;2338;568;9046;634;2376;2018-06-30;Samorządowe
1432000;88541;55158;51522;4525;3551;15787;2020;16655;2018-06-30;Samorządowe
1433000;53839;31114;28482;2475;1120;13308;782;7739;2018-06-30;Samorządowe
1434000;181274;105183;98331;9378;7686;38589;3564;19449;2018-06-30;Samorządowe
1435000;58527;34646;31144;7794;898;13165;1259;3407;2018-06-30;Samorządowe
1436000;29845;17837;16115;5598;428;6441;597;1350;2018-06-30;Samorządowe
1437000;31995;18947;16912;6687;1478;5742;320;1341;2018-06-30;Samorządowe
1438000;58766;32233;29826;4431;2860;11019;914;6149;2018-06-30;Samorządowe
1461000;41555;23080;21164;3510;1127;8245;718;3578;2018-06-30;Samorządowe
1462000;95547;52315;50496;15405;3880;16276;827;10142;2018-06-30;Samorządowe
1463000;165853;87442;84205;4404;4479;35078;2081;26975;2018-06-30;Samorządowe
1464000;59969;32233;31427;3062;1700;14595;853;5763;2018-06-30;Samorządowe
1465000;1347174;895792;872139;14404;87916;224743;19626;415243;2018-06-30;Samorządowe
1601000;71287;34001;31983;4642;2075;11968;921;7622;2018-06-30;Samorządowe
1602000;37167;19984;18160;2399;974;5946;383;6420;2018-06-30;Samorządowe
1603000;74799;34047;32167;2320;2979;7646;716;10933;2018-06-30;Samorządowe
1604000;53248;25108;23502;3018;613;6315;369;9880;2018-06-30;Samorządowe
1605000;51285;23528;21230;706;1641;3480;522;4069;2018-06-30;Samorządowe
1606000;34453;19471;17999;2298;1936;5952;397;4669;2018-06-30;Samorządowe
1607000;112567;55242;51110;12659;4825;15358;1470;13072;2018-06-30;Samorządowe
1608000;52992;25267;23239;1545;1588;5944;557;6945;2018-06-30;Samorządowe
1609000;99496;46054;41916;3687;3212;7820;1023;9186;2018-06-30;Samorządowe
1610000;44777;22174;20531;840;1052;6391;445;5820;2018-06-30;Samorządowe
1611000;60594;25900;23874;950;1355;3803;659;4904;2018-06-30;Samorządowe
1661000;100425;54901;52484;3319;4423;11682;1456;23590;2018-06-30;Samorządowe
1801000;18058;9231;8260;989;549;4178;298;1498;2018-06-30;Samorządowe
1802000;53236;28178;25849;6381;1250;13647;741;1502;2018-06-30;Samorządowe
1803000;108358;58662;54109;6830;7638;29053;1782;4343;2018-06-30;Samorządowe
1804000;98402;53757;49435;4765;1740;27696;1483;5407;2018-06-30;Samorządowe
1805000;93859;47815;44383;4433;1167;26749;1084;6705;2018-06-30;Samorządowe
1806000;50689;25160;23405;1754;732;17112;871;1203;2018-06-30;Samorządowe
1807000;90793;47144;43654;9476;1378;23126;1155;4148;2018-06-30;Samorządowe
1808000;56454;29722;28003;2791;1027;16526;1003;4291;2018-06-30;Samorządowe
1809000;46281;25472;23452;8466;962;10299;608;1530;2018-06-30;Samorządowe
1810000;64326;35974;33324;4275;1683;18423;1705;3883;2018-06-30;Samorządowe
1811000;109109;57601;54178;9645;3704;27256;2156;3577;2018-06-30;Samorządowe
1812000;55084;27777;25839;3449;3900;12743;1340;2463;2018-06-30;Samorządowe
1813000;60518;33237;30070;4589;1407;16066;901;3511;2018-06-30;Samorządowe
1814000;64068;36344;32864;4243;1534;18424;871;3670;2018-06-30;Samorządowe
1815000;59147;32909;30489;3674;1239;20054;1109;1943;2018-06-30;Samorządowe
1816000;134393;74833;69939;4281;4875;42811;2297;7785;2018-06-30;Samorządowe
1817000;76961;38399;35805;4079;2066;16493;880;9254;2018-06-30;Samorządowe
1818000;86175;42997;39997;1893;2764;19963;1733;8478;2018-06-30;Samorządowe
1819000;50136;26428;24318;1424;1433;13227;2128;2550;2018-06-30;Samorządowe
1820000;44051;23246;21216;3415;822;9821;1290;3698;2018-06-30;Samorządowe
1821000;22436;12296;11050;2091;892;5099;347;1516;2018-06-30;Samorządowe
1861000;38104;19064;18460;1964;1249;7793;630;5146;2018-06-30;Samorządowe
1862000;50138;24528;23584;1238;2557;8536;802;5842;2018-06-30;Samorządowe
1863000;145841;80681;78331;3729;10993;30566;2762;20511;2018-06-30;Samorządowe
1864000;38590;19577;18715;928;1274;7778;1401;4980;2018-06-30;Samorządowe
2001000;46849;22872;21234;7637;1229;8159;427;2436;2018-06-30;Samorządowe
2002000;118051;65727;61373;6116;3004;26885;1760;15876;2018-06-30;Samorządowe
2003000;46346;25584;23768;3221;1796;10297;333;6060;2018-06-30;Samorządowe
2004000;38514;19951;18144;5177;497;7424;472;2600;2018-06-30;Samorządowe
2005000;37148;20108;18412;5504;3673;2828;373;3744;2018-06-30;Samorządowe
2006000;31266;16676;15270;3143;765;8745;234;1127;2018-06-30;Samorządowe
2007000;41436;23004;20782;3481;546;11862;404;2550;2018-06-30;Samorządowe
2008000;34004;17066;15482;2692;861;6838;344;3532;2018-06-30;Samorządowe
2009000;16834;8782;8194;742;208;1593;181;5067;2018-06-30;Samorządowe
2010000;38166;20073;18549;5134;1077;6565;281;3227;2018-06-30;Samorządowe
2011000;56312;29944;27021;5132;2120;14262;744;2639;2018-06-30;Samorządowe
2012000;29300;16761;15030;4334;662;6318;386;1925;2018-06-30;Samorządowe
2013000;47067;25701;24009;5299;345;14718;398;1724;2018-06-30;Samorządowe
2014000;35471;18826;17483;5073;654;8092;328;2041;2018-06-30;Samorządowe
2061000;223193;119222;116711;4191;8529;41989;3499;46878;2018-06-30;Samorządowe
2062000;48707;24038;22970;2071;796;9903;397;7175;2018-06-30;Samorządowe
2063000;54036;25333;24319;4439;1478;8710;649;6595;2018-06-30;Samorządowe
2201000;61216;33298;30285;4073;1464;10030;1437;11435;2018-06-30;Samorządowe
2202000;74123;39400;36021;1550;1931;11969;1655;16549;2018-06-30;Samorządowe
2203000;44386;24040;21136;2231;1758;6073;1535;8292;2018-06-30;Samorządowe
2204000;84369;46033;43134;2400;2948;11176;2167;21863;2018-06-30;Samorządowe
2205000;97555;57357;53037;5505;2690;19859;2589;19790;2018-06-30;Samorządowe
2206000;54965;33015;30450;10773;1211;9550;1107;6365;2018-06-30;Samorządowe
2207000;63556;31023;28654;2724;7121;7878;1175;7962;2018-06-30;Samorządowe
2208000;50181;27484;24809;1338;2309;6952;1614;10774;2018-06-30;Samorządowe
2209000;49802;24228;22108;2799;4501;5606;1156;6778;2018-06-30;Samorządowe
2210000;28332;13747;12539;3502;1317;3119;765;3030;2018-06-30;Samorządowe
2211000;64831;38252;35231;4127;2873;9539;1327;13104;2018-06-30;Samorządowe
2212000;75237;36624;32549;4282;4134;8559;1644;11557;2018-06-30;Samorządowe
2213000;97113;52291;47753;10639;5607;15523;2288;11547;2018-06-30;Samorządowe
2214000;87297;43666;40449;2329;3309;12041;2720;17628;2018-06-30;Samorządowe
2215000;157740;88520;82685;5404;6656;25334;3502;31583;2018-06-30;Samorządowe
2216000;33265;16957;15185;5504;1668;3655;744;2748;2018-06-30;Samorządowe
2261000;350930;212016;207111;2339;11429;52707;7248;115025;2018-06-30;Samorządowe
2262000;187546;111958;109277;3590;12107;24328;4874;49926;2018-06-30;Samorządowe
2263000;70957;33923;32817;1513;4639;8943;1251;14342;2018-06-30;Samorządowe
2264000;28521;17756;17336;266;1455;3982;439;9877;2018-06-30;Samorządowe
2401000;119546;66602;62213;2584;9870;15175;2155;19089;2018-06-30;Samorządowe
2402000;128740;70977;66143;8352;4329;23826;1860;15499;2018-06-30;Samorządowe
2403000;139476;73150;67615;4774;7593;23351;2372;17865;2018-06-30;Samorządowe
2404000;111176;64499;59346;9658;8309;19819;1564;9362;2018-06-30;Samorządowe
2405000;89936;46625;42656;2539;2375;12826;1133;10916;2018-06-30;Samorządowe
2406000;70119;38510;34782;7233;5678;11596;912;4028;2018-06-30;Samorządowe
2407000;61466;30857;27695;2927;1798;9660;737;5185;2018-06-30;Samorządowe
2408000;75825;43020;40070;1420;2376;13243;1240;11636;2018-06-30;Samorządowe
2409000;58171;33691;30815;3311;3841;12394;845;5841;2018-06-30;Samorządowe
2410000;84742;46742;43645;1087;2314;19331;936;10491;2018-06-30;Samorządowe
2411000;85127;38295;35855;1750;1463;14179;633;12308;2018-06-30;Samorządowe
2412000;60346;32395;29909;1463;1161;11387;925;7917;2018-06-30;Samorządowe
2413000;110757;58514;54826;5727;2434;16499;1216;13394;2018-06-30;Samorządowe
2414000;46229;27108;25124;461;820;10739;538;4216;2018-06-30;Samorządowe
2415000;122719;63957;60210;5011;2908;23790;1675;14697;2018-06-30;Samorządowe
2416000;97476;56680;52209;5117;7657;15598;2557;14190;2018-06-30;Samorządowe
2417000;122368;71507;64360;4084;6293;29734;2278;11826;2018-06-30;Samorządowe
2461000;134062;73259;69922;1900;4839;23034;1676;26687;2018-06-30;Samorządowe
2462000;122221;53770;49506;1713;3974;13915;1166;17554;2018-06-30;Samorządowe
2463000;81141;39071;37292;581;1651;8307;780;16888;2018-06-30;Samorządowe
2464000;178815;99816;96424;3554;27006;27133;1746;22740;2018-06-30;Samorządowe
2465000;96499;51796;49083;1124;11994;13019;1171;15350;2018-06-30;Samorządowe
2466000;140027;70427;68096;1005;4708;18261;1553;30159;2018-06-30;Samorządowe
2467000;69719;34549;32791;918;4565;13011;1011;6655;2018-06-30;Samorządowe
2468000;72683;36808;35333;472;1962;12129;651;16379;2018-06-30;Samorządowe
2469000;230031;118462;113149;1438;7146;28931;2271;46350;2018-06-30;Samorządowe
2470000;57035;31853;30501;423;1791;8235;662;11940;2018-06-30;Samorządowe
2471000;43480;22850;21559;395;862;7961;666;6967;2018-06-30;Samorządowe
2472000;106795;49371;47587;1137;2898;15845;1174;12890;2018-06-30;Samorządowe
2473000;106351;52725;49948;1701;2043;17542;1143;18226;2018-06-30;Samorządowe
2474000;51901;27415;25389;1403;2956;6104;607;6763;2018-06-30;Samorządowe
2475000;162878;83905;79768;2056;11497;20303;2173;32932;2018-06-30;Samorządowe
2476000;38165;17981;17037;356;999;4575;502;5591;2018-06-30;Samorządowe
2477000;98919;51032;49231;549;2439;15514;798;19931;2018-06-30;Samorządowe
2478000;130616;53668;50884;1151;4249;14108;1215;16331;2018-06-30;Samorządowe
2479000;46908;24397;23446;505;1509;9001;681;8385;2018-06-30;Samorządowe
2601000;59797;34340;31995;16601;614;10555;468;1218;2018-06-30;Samorządowe
2602000;70670;40682;37371;14336;1214;14587;1009;2030;2018-06-30;Samorządowe
2603000;28414;15295;14079;7195;328;4520;217;667;2018-06-30;Samorządowe
2604000;170200;101418;94113;21136;7063;42958;2207;7354;2018-06-30;Samorządowe
2605000;67672;38875;35741;8160;3922;15575;1014;3401;2018-06-30;Samorządowe
2606000;44128;27311;24501;7655;1209;9068;594;1920;2018-06-30;Samorządowe
2607000;90792;45370;42081;8595;4878;13291;1111;7861;2018-06-30;Samorządowe
2608000;33550;19476;18102;7365;1030;4626;416;2402;2018-06-30;Samorządowe
2609000;65225;36327;33260;8405;2932;12898;1071;3765;2018-06-30;Samorządowe
2610000;62898;33410;31154;3757;1883;11837;1058;8651;2018-06-30;Samorządowe
2611000;74653;40589;37744;7374;2423;15372;1384;6941;2018-06-30;Samorządowe
2612000;60339;35284;32154;8138;1545;16133;827;2495;2018-06-30;Samorządowe
2613000;37599;21596;20077;9883;480;7302;417;552;2018-06-30;Samorządowe
2661000;156058;88392;85857;8772;7764;27975;4381;16516;2018-06-30;Samorządowe
2801000;47414;23422;21455;3780;1751;5484;409;8246;2018-06-30;Samorządowe
2802000;33635;18927;17122;5053;1347;4310;502;4306;2018-06-30;Samorządowe
2803000;52192;29050;25760;6605;2445;8942;863;5245;2018-06-30;Samorządowe
2804000;45714;21615;19385;3600;1466;5622;393;6051;2018-06-30;Samorządowe
2805000;69415;32159;29392;3197;4500;9638;1218;8417;2018-06-30;Samorządowe
2806000;45522;23023;21015;2814;1579;5549;701;9099;2018-06-30;Samorządowe
2807000;72524;37139;33785;6777;2949;10143;1426;10343;2018-06-30;Samorządowe
2808000;51370;25371;23103;1882;3815;5826;684;9314;2018-06-30;Samorządowe
2809000;33335;17185;15621;1770;1388;4772;309;5720;2018-06-30;Samorządowe
2810000;40565;21320;19586;3736;1741;5299;718;6380;2018-06-30;Samorządowe
2811000;26308;14158;12598;2262;1617;5284;374;2224;2018-06-30;Samorządowe
2812000;34265;18160;16439;6429;621;4921;269;3490;2018-06-30;Samorządowe
2813000;26900;12524;11511;3529;826;3309;411;2343;2018-06-30;Samorządowe
2814000;99328;51806;47253;10003;6102;11867;2405;13026;2018-06-30;Samorządowe
2815000;82845;43675;39688;14572;5266;8056;909;7534;2018-06-30;Samorządowe
2816000;45030;22960;20679;4019;1454;8222;656;5085;2018-06-30;Samorządowe
2817000;56303;30258;27703;10323;3040;7828;837;4195;2018-06-30;Samorządowe
2818000;21291;10678;9925;656;868;2006;241;5775;2018-06-30;Samorządowe
2819000;18572;8678;7980;3008;627;1961;294;1629;2018-06-30;Samorządowe
2861000;93107;44229;43034;2391;4674;12742;531;18415;2018-06-30;Samorządowe
2862000;131306;73871;70486;8351;7768;18388;2514;27718;2018-06-30;Samorządowe
3001000;37301;21135;18756;3007;1518;4470;404;6871;2018-06-30;Samorządowe
3002000;68643;37444;33138;4951;4165;9575;983;9938;2018-06-30;Samorządowe
3003000;113126;62748;58023;4092;16712;16106;1418;14338;2018-06-30;Samorządowe
3004000;60438;30230;26167;3771;2997;8768;953;5609;2018-06-30;Samorządowe
3005000;39966;20523;18170;1775;1161;4823;416;8235;2018-06-30;Samorządowe
3006000;56438;30535;27825;10702;2544;8173;582;3254;2018-06-30;Samorządowe
3007000;66909;37489;34095;8986;4693;12266;769;3840;2018-06-30;Samorządowe
3008000;44683;27082;23470;5161;1219;7844;612;6148;2018-06-30;Samorządowe
3009000;70716;37589;33937;11338;2428;12119;1335;5012;2018-06-30;Samorządowe
3010000;103528;60096;52587;9144;6676;21157;2402;8059;2018-06-30;Samorządowe
3011000;62558;33858;29920;3537;2896;9945;958;7942;2018-06-30;Samorządowe
3012000;61172;32232;28884;10014;2195;7667;881;4538;2018-06-30;Samorządowe
3013000;43676;25331;21589;3957;2515;6604;790;4200;2018-06-30;Samorządowe
3014000;29060;14914;13437;1302;3928;3026;256;3223;2018-06-30;Samorządowe
3015000;58210;31993;28617;7711;2091;6883;1040;7569;2018-06-30;Samorządowe
3016000;45523;25199;22731;3174;2526;5648;613;5998;2018-06-30;Samorządowe
3017000;128768;70249;64689;6611;5127;26304;1384;18655;2018-06-30;Samorządowe
3018000;44192;24842;22435;9781;1296;6124;449;2702;2018-06-30;Samorządowe
3019000;106895;58098;53428;4411;4438;14713;1279;22090;2018-06-30;Samorządowe
3020000;49890;30437;26739;6816;1774;10078;684;4805;2018-06-30;Samorządowe
3021000;289234;176118;164700;16138;11209;34457;5067;64562;2018-06-30;Samorządowe
3022000;47548;25754;22743;5137;2665;4483;571;3857;2018-06-30;Samorządowe
3023000;47998;27045;24323;7345;1950;8252;648;4349;2018-06-30;Samorządowe
3024000;71455;40779;36115;3703;6453;8782;817;12349;2018-06-30;Samorządowe
3025000;45154;24349;22097;4453;2558;5356;1531;5211;2018-06-30;Samorządowe
3026000;47316;25805;23297;3874;2289;6089;626;6042;2018-06-30;Samorządowe
3027000;67479;38702;34867;11867;2633;12439;1222;4289;2018-06-30;Samorządowe
3028000;54289;30469;27010;6727;3120;6356;810;5860;2018-06-30;Samorządowe
3029000;44457;25116;22253;4766;4512;5841;650;4042;2018-06-30;Samorządowe
3030000;60193;33205;30338;4172;4486;8850;938;7535;2018-06-30;Samorządowe
3031000;54728;26809;24092;2599;2294;6474;648;9786;2018-06-30;Samorządowe
3061000;79797;42148;40418;3778;5481;10889;878;13707;2018-06-30;Samorządowe
3062000;60041;30822;29866;1491;6546;10410;826;8716;2018-06-30;Samorządowe
3063000;49381;27064;25579;1262;4610;5776;573;8860;2018-06-30;Samorządowe
3064000;400123;228791;221770;3946;20310;49736;4664;121205;2018-06-30;Samorządowe
3201000;37100;19704;17413;942;3497;4395;603;4508;2018-06-30;Samorządowe
3202000;38640;20042;17910;3447;2228;4621;642;5165;2018-06-30;Samorządowe
3203000;45814;23079;20611;1907;3968;5403;481;6483;2018-06-30;Samorządowe
3204000;64408;33101;30358;4894;3641;7282;963;9080;2018-06-30;Samorządowe
3205000;48339;26181;23788;8907;1143;4812;682;5122;2018-06-30;Samorządowe
3206000;64999;34388;31000;2258;2877;11307;1225;8397;2018-06-30;Samorządowe
3207000;37892;20630;18708;3651;1712;4521;906;5369;2018-06-30;Samorządowe
3208000;62259;31762;29933;3149;2745;7974;417;13309;2018-06-30;Samorządowe
3209000;52110;28380;25360;4547;1892;6047;1062;6233;2018-06-30;Samorządowe
3210000;52063;26051;23499;3359;1532;6125;814;7058;2018-06-30;Samorządowe
3211000;58159;32077;30542;925;2849;7704;494;11351;2018-06-30;Samorządowe
3212000;31366;16274;14495;3160;1750;4013;296;2173;2018-06-30;Samorządowe
3213000;44490;23464;20898;3838;2079;6009;647;5584;2018-06-30;Samorządowe
3214000;93443;48851;45255;3200;4956;12488;1485;8964;2018-06-30;Samorządowe
3215000;60997;30913;28294;1873;2412;7737;1141;9289;2018-06-30;Samorządowe
3216000;37773;19175;17147;2353;5864;4335;397;1990;2018-06-30;Samorządowe
3217000;41744;22283;20266;1482;2598;5996;462;7231;2018-06-30;Samorządowe
3218000;29142;14436;13008;3375;967;4404;371;2769;2018-06-30;Samorządowe
3261000;83677;43771;42669;1368;3743;9777;1089;19443;2018-06-30;Samorządowe
3262000;299744;156194;153059;2897;11856;42993;2082;61825;2018-06-30;Samorządowe
3263000;32000;16267;15598;408;3568;3496;829;5561;2018-06-30;Samorządowe
201000;67774;32626;30749;4269;1911;8074;1710;5371;2024-04-07;Samorządowe
202000;75472;35101;33272;4288;2134;10873;2366;10806;2024-04-07;Samorządowe
203000;66107;31646;30376;3559;2329;10721;1832;9235;2024-04-07;Samorządowe
204000;26261;13509;12204;1171;664;3454;813;2120;2024-04-07;Samorządowe
205000;38267;19895;18672;2418;994;6571;1526;4799;2024-04-07;Samorządowe
206000;48179;24089;22928;2573;1000;5310;1154;9709;2024-04-07;Samorządowe
207000;32744;16598;15593;968;633;4353;788;5920;2024-04-07;Samorządowe
208000;119519;54124;51167;7379;3111;14937;2906;17151;2024-04-07;Samorządowe
209000;42405;22096;20765;1285;1053;7446;1388;6104;2024-04-07;Samorządowe
210000;41263;19871;18961;2293;2550;5035;862;3881;2024-04-07;Samorządowe
211000;79592;41333;39478;2112;2343;12042;2273;9364;2024-04-07;Samorządowe
212000;34608;16999;15979;2503;1235;5018;1005;3301;2024-04-07;Samorządowe
213000;28417;14596;13486;1466;813;3740;738;3688;2024-04-07;Samorządowe
214000;82366;41655;38950;5511;2559;10703;2915;10369;2024-04-07;Samorządowe
215000;58505;30259;28948;2357;1210;7717;1772;6601;2024-04-07;Samorządowe
216000;47088;24399;23094;3696;1093;8564;1804;3882;2024-04-07;Samorządowe
217000;34078;18032;16900;1414;460;5588;987;7183;2024-04-07;Samorządowe
218000;43995;24096;22548;3267;1011;6697;1982;7040;2024-04-07;Samorządowe
219000;118405;59524;56442;5655;4391;16677;3726;19337;2024-04-07;Samorządowe
220000;67310;36860;35016;3546;1548;10116;2514;12517;2024-04-07;Samorządowe
